	surface	ocr_transcript	gold_transcript	noisy_entity	document_id	language	entity_fine_type	wikidata_id
40	Achilleus	Achilleus		False	Wecklein1894_0007	de	pers.myth	http://www.wikidata.org/entity/Q41746
41	Thetis	Thetis		False	Wecklein1894_0007	de	pers.myth	http://www.wikidata.org/entity/Q184437
42	Aias	Aias		False	Wecklein1894_0007	de	pers.myth	http://www.wikidata.org/entity/Q172725
43	Odyſſeus	Odyſſeus		False	Wecklein1894_0007	de	pers.myth	http://www.wikidata.org/entity/Q47231
44	Odyſſeus	Odyſjeus	Odyſſeus	True	Wecklein1894_0007	de	pers.myth	http://www.wikidata.org/entity/Q47231
45	Aias	Aias		False	Wecklein1894_0007	de	pers.myth	http://www.wikidata.org/entity/Q172725
46	kleinen Ilias	kleinen Ilias		False	Wecklein1894_0007	de	work.primlit	http://www.wikidata.org/entity/Q2087365
47	Lesches von Mytilene	Lesches von Mytilene		False	Wecklein1894_0007	de	pers.author	http://www.wikidata.org/entity/Q2486846
48	Mytilene	Mytilene		False	Wecklein1894_0007	de	loc	
49	um 660 v. Chr.	um 660 v. Chr.		False	Wecklein1894_0007	de	date	
50	Achilleus	Achilleus		False	Wecklein1894_0008	de	pers.myth	http://www.wikidata.org/entity/Q41746
51	Odyſſeus	Odyſſeus		False	Wecklein1894_0008	de	pers.myth	http://www.wikidata.org/entity/Q47231
52	Aias	Aias		False	Wecklein1894_0008	de	pers.myth	http://www.wikidata.org/entity/Q172725
53	Odyſſeus	Odyſſeus		False	Wecklein1894_0008	de	pers.myth	http://www.wikidata.org/entity/Q47231
54	Sophokles	Sophokles		False	Wecklein1894_0008	de	pers.author	http://www.wikidata.org/entity/Q11950683
55	Äſchylos	Äſchylos		False	Wecklein1894_0008	de	pers.author	http://www.wikidata.org/entity/Q40939
56	Θρῇσσαι	Θροῇσσαι	Θρῇσσαι	True	Wecklein1894_0008	de	work.primlit	
57	Ὅπλων κρίσις	"""OnJw» κοίσις"	Ὅπλων κρίσις	True	Wecklein1894_0008	de	work.primlit	
58	Σαλαμίνιαι	Σαλαμίνιαι		False	Wecklein1894_0008	de	work.primlit	
59	Ὅπλων κρίσις	Ὅπλων κρίσις		False	Wecklein1894_0008	de	work.primlit	
60	Θρῇσσαι	Θοῇσσαι	Θρῇσσαι	True	Wecklein1894_0008	de	work.primlit	
61	Aias	Aias		False	Wecklein1894_0008	de	pers.myth	http://www.wikidata.org/entity/Q172725
62	Sophokles	Sophokles		False	Wecklein1894_0008	de	pers.author	http://www.wikidata.org/entity/Q11950683
63	Odyſſeus	Odyſſeus		False	Wecklein1894_0008	de	pers.myth	http://www.wikidata.org/entity/Q47231
64	Sophokles	Sophokles		False	Wecklein1894_0008	de	pers.author	http://www.wikidata.org/entity/Q11950683
65	Odyſſeus	Odyſſeus		False	Wecklein1894_0008	de	pers.myth	http://www.wikidata.org/entity/Q47231
66	Aias	Aias		False	Wecklein1894_0008	de	pers.myth	http://www.wikidata.org/entity/Q172725
67	Aias	Aias		False	Wecklein1894_0008	de	pers.myth	http://www.wikidata.org/entity/Q172725
68	Aias	Aias		False	Wecklein1894_0008	de	pers.myth	http://www.wikidata.org/entity/Q172725
69	Odyſſeus	Odyſſeus		False	Wecklein1894_0008	de	pers.myth	http://www.wikidata.org/entity/Q47231
70	Aias	Aias		False	Wecklein1894_0008	de	pers.myth	http://www.wikidata.org/entity/Q172725
71	Sophokles	Sophokles		False	Wecklein1894_0008	de	pers.author	http://www.wikidata.org/entity/Q11950683
72	Aias	Aias		False	Wecklein1894_0008	de	pers.myth	http://www.wikidata.org/entity/Q172725
73	Aias	Aias		False	Wecklein1894_0015	de	pers.myth	http://www.wikidata.org/entity/Q412341
74	Odyſſeus	Odyſſeus		False	Wecklein1894_0015	de	pers.myth	http://www.wikidata.org/entity/Q47231
75	Aias	Aias		False	Wecklein1894_0015	de	pers.myth	http://www.wikidata.org/entity/Q412341
76	Athena	Athena		False	Wecklein1894_0015	de	pers.myth	http://www.wikidata.org/entity/Q37122
77	Sophokles	Sophokles		False	Wecklein1894_0015	de	pers.author	http://www.wikidata.org/entity/Q11950683
78	Euripides	Euripides		False	Wecklein1894_0015	de	pers.author	http://www.wikidata.org/entity/Q48305
79	Odyſſeus	Odyſſeus		False	Wecklein1894_0015	de	pers.myth	http://www.wikidata.org/entity/Q47231
80	Plat.	Plat.		False	Wecklein1894_0015	de	pers.author	http://www.wikidata.org/entity/Q859
81	Staat	Staat		False	Wecklein1894_0015	de	work.primlit	http://www.wikidata.org/entity/Q123397
82	Arrian	Arrian		False	Wecklein1894_0015	de	pers.author	http://www.wikidata.org/entity/Q31845
83	Anab.	Anab.		False	Wecklein1894_0015	de	work.primlit	http://www.wikidata.org/entity/Q1236228
84	Plaut.	Plaut.		False	Wecklein1894_0015	de	pers.author	http://www.wikidata.org/entity/Q47160
85	Mil. gl.	Mil. gl.		False	Wecklein1894_0015	de	work.primlit	http://www.wikidata.org/entity/Q1230918
86	ebd.	ebd.		False	Wecklein1894_0015	de	work.primlit	
87	Homer	Homer		False	Wecklein1894_0015	de	pers.author	http://www.wikidata.org/entity/Q6691
88	Sophokles	Sophokles		False	Wecklein1894_0015	de	pers.author	http://www.wikidata.org/entity/Q11950683
89	Öd.	δ.	Öd.	True	Wecklein1894_0015	de	work.primlit	http://www.wikidata.org/entity/Q35160
90	Taygetos	Taygetos		False	Wecklein1894_0016	de	loc	http://www.wikidata.org/entity/Q515809
91	Pindar	Pindar		False	Wecklein1894_0016	de	pers.author	http://www.wikidata.org/entity/Q134929
92	Sophokles	Sophokles		False	Wecklein1894_0016	de	pers.author	http://www.wikidata.org/entity/Q11950683
93	Äſchylos	Äſchylos		False	Wecklein1894_0016	de	pers.author	http://www.wikidata.org/entity/Q40939
94	Odyſſeus	Odyſſeus		False	Wecklein1894_0016	de	pers.myth	http://www.wikidata.org/entity/Q47231
95	Athena	Athena		False	Wecklein1894_0016	de	pers.myth	http://www.wikidata.org/entity/Q37122
96	Athena	Athena		False	Wecklein1894_0016	de	pers.myth	http://www.wikidata.org/entity/Q37122
97	Kr.	Kr.		False	Wecklein1894_0016	de	pers.author	
98	Äſch.	Äſch.		False	Wecklein1894_0016	de	pers.author	http://www.wikidata.org/entity/Q40939
99	Eum.	Eum.		False	Wecklein1894_0016	de	work.primlit	http://www.wikidata.org/entity/Q1233164
100	Hom.	Hom.		False	Wecklein1894_0016	de	pers.author	http://www.wikidata.org/entity/Q6691
101	Odyſſeus	Odyſſeus		False	Wecklein1894_0016	de	pers.myth	http://www.wikidata.org/entity/Q47231
102	Odyſſeus	Odyſſeus		False	Wecklein1894_0016	de	pers.myth	http://www.wikidata.org/entity/Q47231
103	Aias	Aias		False	Wecklein1894_0016	de	pers.myth	http://www.wikidata.org/entity/Q172725
104	Hom.	Hom.		False	Wecklein1894_0016	de	pers.author	http://www.wikidata.org/entity/Q6691
105	Phil.	Rhil.	Phil.	True	Wecklein1894_0017	de	work.primlit	http://www.wikidata.org/entity/Q1415903
106	Kr.	Kr.		False	Wecklein1894_0017	de	pers.author	
107	Cu.	Cu.		False	Wecklein1894_0017	de	pers.author	
108	Ko.	Ko.		False	Wecklein1894_0017	de	pers.author	
109	Ku.	Ku.		False	Wecklein1894_0017	de	pers.author	
110	Aias	Aias		False	Wecklein1894_0017	de	pers.myth	http://www.wikidata.org/entity/Q172725
111	Kr.	Kr.		False	Wecklein1894_0017	de	pers.author	
112	Öd.	Od.	Öd.	True	Wecklein1894_0018	de	work.primlit	http://www.wikidata.org/entity/Q35160
113	Kr.	Kr.		False	Wecklein1894_0018	de	pers.author	
114	Odyſſeus	Odyſſeus		False	Wecklein1894_0018	de	pers.myth	http://www.wikidata.org/entity/Q47231
115	Athena	Athena		False	Wecklein1894_0018	de	pers.myth	http://www.wikidata.org/entity/Q37122
116	Öd.	u. ö.	Öd.	True	Wecklein1894_0018	de	work.primlit	http://www.wikidata.org/entity/Q35160
117	Phil.	Phil.		False	Wecklein1894_0018	de	work.primlit	http://www.wikidata.org/entity/Q1415903
118	Ant.	Ant.		False	Wecklein1894_0018	de	work.primlit	http://www.wikidata.org/entity/Q241077
119	Öd.	Od.	Öd.	True	Wecklein1894_0019	de	work.primlit	http://www.wikidata.org/entity/Q35160
120	Eur.	Eur.		False	Wecklein1894_0019	de	pers.author	http://www.wikidata.org/entity/Q48305
121	Herakl.	Herakl.		False	Wecklein1894_0019	de	work.primlit	http://www.wikidata.org/entity/Q1233835
122	Äſch.	Aſch.	Äſch.	True	Wecklein1894_0019	de	pers.author	http://www.wikidata.org/entity/Q40939
123	Soph.	Soph.		False	Wecklein1894_0019	de	pers.author	http://www.wikidata.org/entity/Q11950683
124	Eur.	Eur.		False	Wecklein1894_0019	de	pers.author	http://www.wikidata.org/entity/Q48305
125	Phil.	Phil.		False	Wecklein1894_0019	de	work.primlit	http://www.wikidata.org/entity/Q1415903
126	Öd.	Od.	Öd.	True	Wecklein1894_0019	de	work.primlit	http://www.wikidata.org/entity/Q35160
127	Trach.	Trach.		False	Wecklein1894_0019	de	work.primlit	http://www.wikidata.org/entity/Q945342
128	Äſch.	Äſch.		False	Wecklein1894_0019	de	pers.author	http://www.wikidata.org/entity/Q40939
129	Ag.	Ag.		False	Wecklein1894_0019	de	work.primlit	http://www.wikidata.org/entity/Q3320792
130	Athena	Athena		False	Wecklein1894_0019	de	pers.myth	http://www.wikidata.org/entity/Q37122
131	Plat.	Plat.		False	Wecklein1894_0019	de	pers.author	http://www.wikidata.org/entity/Q859
132	Apol.	Apol.		False	Wecklein1894_0019	de	work.primlit	http://www.wikidata.org/entity/Q273668
133	Kr.	Kr.		False	Wecklein1894_0020	de	pers.author	
134	Öd.	Od.	Öd.	True	Wecklein1894_0020	de	work.primlit	http://www.wikidata.org/entity/Q35160
135	Kr.	Kr.		False	Wecklein1894_0020	de	pers.author	
136	Ku.	Ku.		False	Wecklein1894_0020	de	pers.author	
137	Ant.	Ant.		False	Wecklein1894_0020	de	work.primlit	http://www.wikidata.org/entity/Q241077
138	Ant.	Ant.		False	Wecklein1894_0020	de	work.primlit	http://www.wikidata.org/entity/Q241077
139	Kr.	Kr.		False	Wecklein1894_0020	de	pers.author	
140	Cu.	Cu.		False	Wecklein1894_0020	de	pers.author	
141	Ku.	Ku.		False	Wecklein1894_0020	de	pers.author	
142	Lobeck	Lobeck		False	Wecklein1894_0020	de	pers.other	http://www.wikidata.org/entity/Q84734
143	Odyſſeus	Odyſſeus		False	Wecklein1894_0020	de	pers.myth	http://www.wikidata.org/entity/Q47231
144	Ant.	Ant.		False	Wecklein1894_0020	de	work.primlit	http://www.wikidata.org/entity/Q241077
145	Athena	Athena		False	Wecklein1894_0020	de	pers.myth	http://www.wikidata.org/entity/Q37122
146	Odyſſeus	Odyſſeus		False	Wecklein1894_0020	de	pers.myth	http://www.wikidata.org/entity/Q47231
147	Kr.	Kr.		False	Wecklein1894_0020	de	pers.author	
148	Ku.	Ku.		False	Wecklein1894_0020	de	pers.author	
149	Kr.	Kr.		False	Wecklein1894_0020	de	pers.author	
150	Cu.	Cu.		False	Wecklein1894_0020	de	pers.author	
151	Ko.	Ko.		False	Wecklein1894_0021	de	pers.author	
152	Ku.	Ku.		False	Wecklein1894_0021	de	pers.author	
153	Äſch.	Aſch.	Äſch.	True	Wecklein1894_0021	de	pers.author	http://www.wikidata.org/entity/Q40939
154	Prom.	Prom.		False	Wecklein1894_0021	de	work.primlit	http://www.wikidata.org/entity/Q846870
155	Aias	Aias		False	Wecklein1894_0021	de	pers.myth	http://www.wikidata.org/entity/Q172725
156	Ant.	Ant.		False	Wecklein1894_0021	de	work.primlit	http://www.wikidata.org/entity/Q241077
157	Homer	Homer		False	Wecklein1894_0021	de	pers.author	http://www.wikidata.org/entity/Q6691
158	Eur.	Eur.		False	Wecklein1894_0021	de	pers.author	http://www.wikidata.org/entity/Q48305
159	Iph.	Iph.		False	Wecklein1894_0021	de	work.primlit	http://www.wikidata.org/entity/Q523227
160	Ant.	Ant.		False	Wecklein1894_0022	de	work.primlit	http://www.wikidata.org/entity/Q241077
161	Phil.	Phil.		False	Wecklein1894_0022	de	work.primlit	http://www.wikidata.org/entity/Q1415903
162	Zenob.	Benob.	Zenob.	True	Wecklein1894_0022	de	pers.author	http://www.wikidata.org/entity/Q189699
163	Ant.	Ant.		False	Wecklein1894_0022	de	work.primlit	http://www.wikidata.org/entity/Q241077
164	Öd.	Od.	Öd.	True	Wecklein1894_0022	de	work.primlit	http://www.wikidata.org/entity/Q35160
165	Eur.	Eur.		False	Wecklein1894_0022	de	pers.author	http://www.wikidata.org/entity/Q48305
166	Med.	Med.		False	Wecklein1894_0022	de	work.primlit	http://www.wikidata.org/entity/Q286381
167	Kr.	Kr.		False	Wecklein1894_0023	de	pers.author	
168	Eur.	Eur.		False	Wecklein1894_0023	de	pers.author	http://www.wikidata.org/entity/Q48305
169	Hek.	Hek.		False	Wecklein1894_0023	de	work.primlit	http://www.wikidata.org/entity/Q1115611
170	Eurip.	Eurip.		False	Wecklein1894_0023	de	pers.author	http://www.wikidata.org/entity/Q48305
171	Ant.	Ant.		False	Wecklein1894_0023	de	work.primlit	http://www.wikidata.org/entity/Q241077
172	Ko.	Ko.		False	Wecklein1894_0023	de	pers.author	
173	Odyſſeus	Odyſſeus		False	Wecklein1894_0023	de	pers.myth	http://www.wikidata.org/entity/Q47231
174	Aias	Aias		False	Wecklein1894_0023	de	pers.myth	http://www.wikidata.org/entity/Q172725
175	Odyſſeus	Odyſſeus		False	Wecklein1894_0023	de	pers.myth	http://www.wikidata.org/entity/Q47231
176	Pind.	Pind.		False	Wecklein1894_0023	de	pers.author	http://www.wikidata.org/entity/Q134929
177	Pyth.	Pyth.		False	Wecklein1894_0023	de	work.primlit	http://www.wikidata.org/entity/Q3411444
178	Athena	Athena		False	Wecklein1894_0023	de	pers.myth	http://www.wikidata.org/entity/Q37122
179	Aias	Aias		False	Wecklein1894_0023	de	pers.myth	http://www.wikidata.org/entity/Q172725
180	Eur.	Eur.		False	Wecklein1894_0023	de	pers.author	http://www.wikidata.org/entity/Q48305
181	Hom.	Hom.		False	Wecklein1894_0024	de	pers.author	http://www.wikidata.org/entity/Q6691
182	Odyſſeus	Odyſſeus		False	Wecklein1894_0024	de	pers.myth	http://www.wikidata.org/entity/Q47231
183	Aias	Aias		False	Wecklein1894_0024	de	pers.myth	http://www.wikidata.org/entity/Q172725
184	Homer	Homer		False	Wecklein1894_0024	de	pers.author	http://www.wikidata.org/entity/Q6691
185	Kr.	Kr.		False	Wecklein1894_0024	de	pers.author	
186	Homer	Homer		False	Wecklein1894_0024	de	pers.author	http://www.wikidata.org/entity/Q6691
187	Hom.	Hom.		False	Wecklein1894_0024	de	pers.author	http://www.wikidata.org/entity/Q6691
188	Trach.	Trach.		False	Wecklein1894_0024	de	work.primlit	http://www.wikidata.org/entity/Q945342
189	Ant.	Ant.		False	Wecklein1894_0025	de	work.primlit	http://www.wikidata.org/entity/Q241077
190	El.	El.		False	Wecklein1894_0025	de	work.primlit	http://www.wikidata.org/entity/Q733444
191	Öd.	Od.	Öd.	True	Wecklein1894_0025	de	work.primlit	http://www.wikidata.org/entity/Q35160
192	Trach.	Trach.		False	Wecklein1894_0025	de	work.primlit	http://www.wikidata.org/entity/Q945342
193	Äſch.	Aſch.	Äſch.	True	Wecklein1894_0025	de	pers.author	http://www.wikidata.org/entity/Q40939
194	Prom.	Prom.		False	Wecklein1894_0025	de	work.primlit	http://www.wikidata.org/entity/Q846870
195	Hom.	Hom.		False	Wecklein1894_0025	de	pers.author	http://www.wikidata.org/entity/Q6691
196	Athena	Athena		False	Wecklein1894_0025	de	pers.myth	http://www.wikidata.org/entity/Q37122
197	Kr.	Kr.		False	Wecklein1894_0025	de	pers.author	
198	Kr.	Kr.		False	Wecklein1894_0025	de	pers.author	
199	Cu.	Cu.		False	Wecklein1894_0025	de	pers.author	
200	Ko.	Ko.		False	Wecklein1894_0025	de	pers.author	
201	Ku.	Ku.		False	Wecklein1894_0025	de	pers.author	
202	Pind.	Pind.		False	Wecklein1894_0025	de	pers.author	http://www.wikidata.org/entity/Q134929
203	Nem.	Nem.		False	Wecklein1894_0025	de	work.primlit	http://www.wikidata.org/entity/Q27214182
204	Frag. adesp.	Trag. adesp.	Frag. adesp.	True	Wecklein1894_0026	de	work.fragm	
205	Perikles	Perikles		False	Wecklein1894_0026	de	pers.other	http://www.wikidata.org/entity/Q80398
206	O. T.	Ὁ. T.	O. T.	True	Wecklein1894_0026	de	work.primlit	http://www.wikidata.org/entity/Q148643
207	Eur.	Eur.		False	Wecklein1894_0026	de	pers.author	http://www.wikidata.org/entity/Q48305
208	Bakch.	Bakch.		False	Wecklein1894_0026	de	work.primlit	http://www.wikidata.org/entity/Q934597
209	Alkäos	Alkäos		False	Wecklein1894_0026	de	pers.author	http://www.wikidata.org/entity/Q212872
210	Fragm.	Fragm.		False	Wecklein1894_0026	de	work.fragm	
211	Odyſſeus	Odyſſeus		False	Wecklein1894_0027	de	pers.myth	http://www.wikidata.org/entity/Q47231
212	Artemis	Artemis		False	Wecklein1894_0027	de	pers.myth	http://www.wikidata.org/entity/Q39503
213	Attika	Attika		False	Wecklein1894_0027	de	loc	http://www.wikidata.org/entity/Q758056
214	Brauron	Brauron		False	Wecklein1894_0027	de	loc	http://www.wikidata.org/entity/Q475497
215	Strabon	Strabon		False	Wecklein1894_0027	de	pers.author	http://www.wikidata.org/entity/Q45936
216	Timotheos von Milet	Timotheos von Milet		False	Wecklein1894_0027	de	pers.author	http://www.wikidata.org/entity/Q669691
217	Milet	Milet		False	Wecklein1894_0027	de	loc	
218	Artemis	Artemis		False	Wecklein1894_0027	de	pers.myth	http://www.wikidata.org/entity/Q39503
219	Epheſus	Epheſus		False	Wecklein1894_0027	de	loc	http://www.wikidata.org/entity/Q47611
220	Eur.	Eur.		False	Wecklein1894_0027	de	pers.author	http://www.wikidata.org/entity/Q48305
221	Iph. T.	Iph. T.		False	Wecklein1894_0027	de	work.primlit	http://www.wikidata.org/entity/Q523227
222	Hom.	Hom.		False	Wecklein1894_0027	de	pers.author	http://www.wikidata.org/entity/Q6691
223	Eur.	Eur.		False	Wecklein1894_0027	de	pers.author	http://www.wikidata.org/entity/Q48305
224	Alk.	Alk.		False	Wecklein1894_0027	de	work.primlit	http://www.wikidata.org/entity/Q1246408
225	Ariſtoph.	Ariſtoph.		False	Wecklein1894_0029	de	pers.author	http://www.wikidata.org/entity/Q43353
226	Ri.	Ri.		False	Wecklein1894_0029	de	work.primlit	http://www.wikidata.org/entity/Q1215817
227	Wo.	Wo.		False	Wecklein1894_0029	de	work.primlit	http://www.wikidata.org/entity/Q868447
228	Äſch.	Aſch.	Äſch.	True	Wecklein1894_0029	de	pers.author	http://www.wikidata.org/entity/Q40939
229	Sieb.	Sieb.		False	Wecklein1894_0029	de	work.primlit	http://www.wikidata.org/entity/Q506546
230	Eur.	Eur.		False	Wecklein1894_0029	de	pers.author	http://www.wikidata.org/entity/Q48305
231	Ion	Jon	Ion	True	Wecklein1894_0029	de	work.primlit	http://www.wikidata.org/entity/Q614607
232	Lobeck	Lobeck		False	Wecklein1894_0029	de	pers.author	http://www.wikidata.org/entity/Q84734
233	Hor.	Hor.		False	Wecklein1894_0029	de	pers.author	http://www.wikidata.org/entity/Q6197
234	carm.	carm.		False	Wecklein1894_0029	de	work.primlit	http://www.wikidata.org/entity/Q943884
235	Aias	Aias		False	Wecklein1894_0029	de	pers.myth	http://www.wikidata.org/entity/Q172725
236	Trach.	Trach.		False	Wecklein1894_0029	de	work.primlit	http://www.wikidata.org/entity/Q945342
237	Aias	Aias		False	Wecklein1894_0029	de	pers.myth	http://www.wikidata.org/entity/Q172725
238	Od.	Od.		False	Wecklein1894_0029	de	work.primlit	http://www.wikidata.org/entity/Q35160
239	Hom.	Hom.		False	Wecklein1894_0029	de	pers.author	http://www.wikidata.org/entity/Q6691
240	Aias	Aias		False	Wecklein1894_0030	de	pers.myth	http://www.wikidata.org/entity/Q172725
241	Tekmeſſa	Tekmeſſa		False	Wecklein1894_0030	de	pers.myth	http://www.wikidata.org/entity/Q10796858
242	Aias	Aias		False	Wecklein1894_0030	de	pers.myth	http://www.wikidata.org/entity/Q172725
243	Tekmeſſa	Tekmeſſa		False	Wecklein1894_0030	de	pers.myth	http://www.wikidata.org/entity/Q10796858
244	Ant.	Ant.		False	Wecklein1894_0030	de	work.primlit	http://www.wikidata.org/entity/Q241077
245	Erechtheus	Erechtheus		False	Wecklein1894_0030	de	pers.myth	http://www.wikidata.org/entity/Q301219
246	Herod.	Herod.		False	Wecklein1894_0030	de	pers.author	http://www.wikidata.org/entity/Q26825
247	Kekrops	Kekrops		False	Wecklein1894_0030	de	pers.myth	http://www.wikidata.org/entity/Q974346
248	Salamis	Salamis		False	Wecklein1894_0030	de	loc	http://www.wikidata.org/entity/Q202422
249	Telamon	Telamon		False	Wecklein1894_0030	de	pers.myth	http://www.wikidata.org/entity/Q331327
250	Äſch.	äſch.	Äſch.	True	Wecklein1894_0030	de	pers.author	http://www.wikidata.org/entity/Q40939
251	Prom.	Prom.		False	Wecklein1894_0030	de	work.primlit	http://www.wikidata.org/entity/Q846870
252	Kr.	Kr.		False	Wecklein1894_0031	de	pers.author	
253	Hom.	Hom.		False	Wecklein1894_0031	de	pers.author	http://www.wikidata.org/entity/Q6691
254	Herm.	Herm.		False	Wecklein1894_0031	de	pers.author	http://www.wikidata.org/entity/Q77616
255	Öd.	Od.	Öd.	True	Wecklein1894_0031	de	work.primlit	http://www.wikidata.org/entity/Q35160
256	Kr.	Kr.		False	Wecklein1894_0031	de	pers.author	
257	Cu.	Cu.		False	Wecklein1894_0031	de	pers.author	
258	Ko.	Ko.		False	Wecklein1894_0031	de	pers.author	
259	Ku.	Ku.		False	Wecklein1894_0031	de	pers.author	
260	Heſ.	Heſ.		False	Wecklein1894_0032	de	pers.author	http://www.wikidata.org/entity/Q44233
261	W. und T.	W. und T.		False	Wecklein1894_0032	de	work.primlit	http://www.wikidata.org/entity/Q667285
262	Theogn.	Theogn.		False	Wecklein1894_0032	de	work.primlit	http://www.wikidata.org/entity/Q156498
263	Äſch.	Aſch.	Äſch.	True	Wecklein1894_0032	de	pers.author	http://www.wikidata.org/entity/Q40939
264	Sieb.	Sieb.		False	Wecklein1894_0032	de	work.primlit	http://www.wikidata.org/entity/Q506546
265	Kr.	Kr.		False	Wecklein1894_0032	de	pers.author	
266	Äſch.	Aſch.	Äſch.	True	Wecklein1894_0032	de	pers.author	http://www.wikidata.org/entity/Q40939
267	Prom.	Prom.		False	Wecklein1894_0032	de	work.primlit	http://www.wikidata.org/entity/Q846870
268	Neſtor	Neſtor		False	Wecklein1894_0032	de	pers.myth	http://www.wikidata.org/entity/Q193267
269	Agamemnon	Agamemnon		False	Wecklein1894_0033	de	pers.myth	http://www.wikidata.org/entity/Q128176
270	Odyſſeus	Odyſſeus		False	Wecklein1894_0033	de	pers.myth	http://www.wikidata.org/entity/Q47231
271	Hom.	Hom.		False	Wecklein1894_0033	de	pers.author	http://www.wikidata.org/entity/Q6691
272	Eur.	Eur.		False	Wecklein1894_0033	de	pers.author	http://www.wikidata.org/entity/Q48305
273	Med.	Med.		False	Wecklein1894_0033	de	work.primlit	http://www.wikidata.org/entity/Q286381
274	Ovid.	Ovid.		False	Wecklein1894_0033	de	pers.author	http://www.wikidata.org/entity/Q7198
